timestamp,hostname,arch,backend,device_name,batch_size,warmup_iters,measured_iters,precision,lr,momentum,weight_decay,elapsed_sec,images_per_sec,images_processed,data_root,label,torch_version,channels_last,grad_accum_steps,deterministic,cudnn_benchmark
1763164627,p1-gpu-l4b,resnet50,cuda,NVIDIA L4,128,10,100,fp32,0.1,0.9,0.0001,62.78852865999988,203.858893864388,12800,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_resnet50_fp32_bs128_r2,2.9.1+cu128,True,1,True,False
1763164702,p1-gpu-l4b,resnet50,cuda,NVIDIA L4,128,10,100,fp32,0.1,0.9,0.0001,63.025953068000035,203.0909391594572,12800,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_resnet50_fp32_bs128_r3,2.9.1+cu128,True,1,True,False
1763164785,p1-gpu-l4b,resnet50,cuda,NVIDIA L4,256,10,100,amp,0.1,0.9,0.0001,67.6974343249999,378.153178997896,25600,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_resnet50_amp_bs256_r1,2.9.1+cu128,True,1,True,False
1763164872,p1-gpu-l4b,resnet50,cuda,NVIDIA L4,256,10,100,amp,0.1,0.9,0.0001,71.09022977099994,360.1057428350455,25600,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_resnet50_amp_bs256_r2,2.9.1+cu128,True,1,True,False
1763164955,p1-gpu-l4b,resnet50,cuda,NVIDIA L4,256,10,100,amp,0.1,0.9,0.0001,67.29685924900014,380.40408253347056,25600,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_resnet50_amp_bs256_r3,2.9.1+cu128,True,1,True,False
1763165012,p1-gpu-l4b,vgg16,cuda,NVIDIA L4,64,10,100,fp32,0.1,0.9,0.0001,43.84919510200007,145.95478856824172,6400,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_vgg16_fp32_bs64_r1,2.9.1+cu128,True,1,False,False
1763165068,p1-gpu-l4b,vgg16,cuda,NVIDIA L4,64,10,100,fp32,0.1,0.9,0.0001,43.826755520999995,146.0295183597011,6400,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_vgg16_fp32_bs64_r2,2.9.1+cu128,True,1,False,False
1763165123,p1-gpu-l4b,vgg16,cuda,NVIDIA L4,64,10,100,fp32,0.1,0.9,0.0001,43.787749609,146.1596007364709,6400,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_vgg16_fp32_bs64_r3,2.9.1+cu128,True,1,False,False
1763165174,p1-gpu-l4b,mobilenet_v2,cuda,NVIDIA L4,128,10,100,fp32,0.1,0.9,0.0001,35.28688693899994,362.7409814339027,12800,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_mobilenet_v2_fp32_bs128_r1,2.9.1+cu128,True,1,True,False
1763165225,p1-gpu-l4b,mobilenet_v2,cuda,NVIDIA L4,128,10,100,fp32,0.1,0.9,0.0001,35.23845853800003,363.23949829408366,12800,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_mobilenet_v2_fp32_bs128_r2,2.9.1+cu128,True,1,True,False
1763165275,p1-gpu-l4b,mobilenet_v2,cuda,NVIDIA L4,128,10,100,fp32,0.1,0.9,0.0001,35.21676109600003,363.46329422820895,12800,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_mobilenet_v2_fp32_bs128_r3,2.9.1+cu128,True,1,True,False
1763175063,p1-gpu-l4b,resnet50,cuda,NVIDIA L4,128,5,30,fp32,0.1,0.9,0.0001,18.645012655000755,205.9531989092042,3840,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_resnet50_fp32_bs128_prof,2.9.1+cu128,True,1,True,False
1763175099,p1-gpu-l4b,resnet50,cuda,NVIDIA L4,256,5,30,amp,0.1,0.9,0.0001,20.602726376000646,372.76619898937975,7680,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_resnet50_amp_bs256_prof,2.9.1+cu128,True,1,True,False
1763175125,p1-gpu-l4b,vgg16,cuda,NVIDIA L4,64,5,30,fp32,0.1,0.9,0.0001,12.897406901000068,148.86713389271472,1920,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_vgg16_fp32_bs64_prof,2.9.1+cu128,True,1,False,False
1763175153,p1-gpu-l4b,mobilenet_v2,cuda,NVIDIA L4,128,5,30,fp32,0.1,0.9,0.0001,11.224960211000507,342.0947538180834,3840,/home/jccl/p1-roofline/cloudml-project1/data/imagenet-mini,gcp_mobilenet_v2_fp32_bs128_prof,2.9.1+cu128,True,1,True,False
